Area,Age,Sex,Year at 30 June,Value,Flags
"Waikato region","75-79 Years","Female","2009",5420,
"Waikato region","75-79 Years","Female","2010",5400,
"Waikato region","75-79 Years","Female","2011",5410,
"Waikato region","75-79 Years","Female","2012",5520,
"Waikato region","75-79 Years","Female","2013",5660,
"Waikato region","75-79 Years","Female","2014",5940,
"Bay of Plenty region","75-79 Years","Male","2006",3870,
"Bay of Plenty region","75-79 Years","Male","2007",3900,
"Bay of Plenty region","75-79 Years","Male","2008",3920,
"Bay of Plenty region","75-79 Years","Male","2009",3900,
"Bay of Plenty region","75-79 Years","Male","2010",3880,
"Bay of Plenty region","75-79 Years","Male","2011",3910,
"Bay of Plenty region","75-79 Years","Male","2012",3950,
"Bay of Plenty region","75-79 Years","Male","2013",4080,
"Bay of Plenty region","75-79 Years","Male","2014",4290,
"Bay of Plenty region","75-79 Years","Female","2006",4300,
"Bay of Plenty region","75-79 Years","Female","2007",4280,
"Bay of Plenty region","75-79 Years","Female","2008",4330,
"Bay of Plenty region","75-79 Years","Female","2009",4380,
"Bay of Plenty region","75-79 Years","Female","2010",4340,
"Bay of Plenty region","75-79 Years","Female","2011",4380,
"Bay of Plenty region","75-79 Years","Female","2012",4470,
"Bay of Plenty region","75-79 Years","Female","2013",4650,
"Bay of Plenty region","75-79 Years","Female","2014",4820,
"Gisborne region","75-79 Years","Male","2006",490,
"Gisborne region","75-79 Years","Male","2007",500,
"Gisborne region","75-79 Years","Male","2008",510,
"Gisborne region","75-79 Years","Male","2009",500,
"Gisborne region","75-79 Years","Male","2010",520,
"Gisborne region","75-79 Years","Male","2011",510,
"Gisborne region","75-79 Years","Male","2012",510,
"Gisborne region","75-79 Years","Male","2013",500,
"Gisborne region","75-79 Years","Male","2014",510,
"Gisborne region","75-79 Years","Female","2006",630,
"Gisborne region","75-79 Years","Female","2007",620,
"Gisborne region","75-79 Years","Female","2008",620,
"Gisborne region","75-79 Years","Female","2009",630,
"Gisborne region","75-79 Years","Female","2010",630,
"Gisborne region","75-79 Years","Female","2011",590,
"Gisborne region","75-79 Years","Female","2012",610,
"Gisborne region","75-79 Years","Female","2013",610,
"Gisborne region","75-79 Years","Female","2014",620,
"Hawke's Bay region","75-79 Years","Male","2006",1960,
"Hawke's Bay region","75-79 Years","Male","2007",2000,
"Hawke's Bay region","75-79 Years","Male","2008",1960,
"Hawke's Bay region","75-79 Years","Male","2009",1990,
"Hawke's Bay region","75-79 Years","Male","2010",2040,
"Hawke's Bay region","75-79 Years","Male","2011",2060,
"Hawke's Bay region","75-79 Years","Male","2012",2120,
"Hawke's Bay region","75-79 Years","Male","2013",2180,
"Hawke's Bay region","75-79 Years","Male","2014",2250,
"Hawke's Bay region","75-79 Years","Female","2006",2330,
"Hawke's Bay region","75-79 Years","Female","2007",2360,
"Hawke's Bay region","75-79 Years","Female","2008",2360,
"Hawke's Bay region","75-79 Years","Female","2009",2380,
"Hawke's Bay region","75-79 Years","Female","2010",2410,
"Hawke's Bay region","75-79 Years","Female","2011",2420,
"Hawke's Bay region","75-79 Years","Female","2012",2420,
"Hawke's Bay region","75-79 Years","Female","2013",2460,
"Hawke's Bay region","75-79 Years","Female","2014",2550,
"Taranaki region","75-79 Years","Male","2006",1530,
"Taranaki region","75-79 Years","Male","2007",1550,
"Taranaki region","75-79 Years","Male","2008",1510,
"Taranaki region","75-79 Years","Male","2009",1480,
"Taranaki region","75-79 Years","Male","2010",1480,
"Taranaki region","75-79 Years","Male","2011",1510,
"Taranaki region","75-79 Years","Male","2012",1510,
"Taranaki region","75-79 Years","Male","2013",1540,
"Taranaki region","75-79 Years","Male","2014",1550,
"Taranaki region","75-79 Years","Female","2006",1820,
"Taranaki region","75-79 Years","Female","2007",1750,
"Taranaki region","75-79 Years","Female","2008",1750,
"Taranaki region","75-79 Years","Female","2009",1730,
"Taranaki region","75-79 Years","Female","2010",1730,
"Taranaki region","75-79 Years","Female","2011",1730,
"Taranaki region","75-79 Years","Female","2012",1760,
"Taranaki region","75-79 Years","Female","2013",1810,
"Taranaki region","75-79 Years","Female","2014",1820,
"Manawatu-Wanganui region","75-79 Years","Male","2006",3140,
"Manawatu-Wanganui region","75-79 Years","Male","2007",3130,
"Manawatu-Wanganui region","75-79 Years","Male","2008",3090,
"Manawatu-Wanganui region","75-79 Years","Male","2009",3090,
"Manawatu-Wanganui region","75-79 Years","Male","2010",3050,
"Manawatu-Wanganui region","75-79 Years","Male","2011",3020,
"Manawatu-Wanganui region","75-79 Years","Male","2012",3130,
"Manawatu-Wanganui region","75-79 Years","Male","2013",3240,
"Manawatu-Wanganui region","75-79 Years","Male","2014",3300,
"Manawatu-Wanganui region","75-79 Years","Female","2006",3570,
"Manawatu-Wanganui region","75-79 Years","Female","2007",3590,
"Manawatu-Wanganui region","75-79 Years","Female","2008",3570,
"Manawatu-Wanganui region","75-79 Years","Female","2009",3620,
"Manawatu-Wanganui region","75-79 Years","Female","2010",3640,
"Manawatu-Wanganui region","75-79 Years","Female","2011",3670,
"Manawatu-Wanganui region","75-79 Years","Female","2012",3690,
"Manawatu-Wanganui region","75-79 Years","Female","2013",3720,
"Manawatu-Wanganui region","75-79 Years","Female","2014",3820,
"Wellington region","75-79 Years","Male","2006",4800,
"Wellington region","75-79 Years","Male","2007",4810,
"Wellington region","75-79 Years","Male","2008",4840,
"Wellington region","75-79 Years","Male","2009",4890,
"Wellington region","75-79 Years","Male","2010",4950,
"Wellington region","75-79 Years","Male","2011",4960,
"Wellington region","75-79 Years","Male","2012",4960,
"Wellington region","75-79 Years","Male","2013",5050,
"Wellington region","75-79 Years","Male","2014",5190,
"Wellington region","75-79 Years","Female","2006",5850,
"Wellington region","75-79 Years","Female","2007",5880,
"Wellington region","75-79 Years","Female","2008",5920,
"Wellington region","75-79 Years","Female","2009",5910,
"Wellington region","75-79 Years","Female","2010",5820,
"Wellington region","75-79 Years","Female","2011",5800,
"Wellington region","75-79 Years","Female","2012",5920,
"Wellington region","75-79 Years","Female","2013",6000,
"Wellington region","75-79 Years","Female","2014",6230,
"Tasman region","75-79 Years","Male","2006",570,
"Tasman region","75-79 Years","Male","2007",580,
"Tasman region","75-79 Years","Male","2008",600,
"Tasman region","75-79 Years","Male","2009",600,
"Tasman region","75-79 Years","Male","2010",650,
"Tasman region","75-79 Years","Female","2006",580,
"Tasman region","75-79 Years","Female","2007",590,
"Tasman region","75-79 Years","Female","2008",600,
"Tasman region","75-79 Years","Female","2009",630,
"Otago region","75-79 Years","Male","2006",2650,
"Otago region","75-79 Years","Male","2007",2660,
"Otago region","75-79 Years","Male","2008",2630,
"Otago region","75-79 Years","Male","2009",2600,
"Otago region","75-79 Years","Male","2010",2600,
"Otago region","75-79 Years","Male","2011",2550,
"Otago region","75-79 Years","Male","2012",2550,
"Otago region","75-79 Years","Male","2013",2620,
"Otago region","75-79 Years","Male","2014",2700,
"Otago region","75-79 Years","Female","2006",3090,
"Otago region","75-79 Years","Female","2007",3100,
"Otago region","75-79 Years","Female","2008",3060,
"Otago region","75-79 Years","Female","2009",3010,
"Otago region","75-79 Years","Female","2010",2950,
"Otago region","75-79 Years","Female","2011",2960,
"Otago region","75-79 Years","Female","2012",2910,
"Otago region","75-79 Years","Female","2013",2990,
"Otago region","75-79 Years","Female","2014",3100,
"Southland region","75-79 Years","Male","2006",1220,
"Southland region","75-79 Years","Male","2007",1240,
"Southland region","75-79 Years","Male","2008",1240,
"Southland region","75-79 Years","Male","2009",1240,
"Southland region","75-79 Years","Male","2010",1240,
"Southland region","75-79 Years","Male","2011",1230,
"Southland region","75-79 Years","Male","2012",1250,
"Southland region","75-79 Years","Male","2013",1300,
"Southland region","75-79 Years","Male","2014",1300,
"Southland region","75-79 Years","Female","2006",1420,
"Southland region","75-79 Years","Female","2007",1420,
"Southland region","75-79 Years","Female","2008",1420,
"Southland region","75-79 Years","Female","2009",1440,
"Southland region","75-79 Years","Female","2010",1420,
"Southland region","75-79 Years","Female","2011",1440,
"Southland region","75-79 Years","Female","2012",1460,
"Southland region","75-79 Years","Female","2013",1490,
"Southland region","75-79 Years","Female","2014",1490,
"Area outside region","75-79 Years","Male","2006",5,
"Area outside region","75-79 Years","Male","2007",5,
"Area outside region","75-79 Years","Male","2008",5,
"Area outside region","75-79 Years","Male","2009",5,
"Area outside region","75-79 Years","Male","2010",5,
"Area outside region","75-79 Years","Male","2011",5,
"Area outside region","75-79 Years","Male","2012",10,
"Area outside region","75-79 Years","Male","2013",10,
"Area outside region","75-79 Years","Male","2014",5,
"Area outside region","75-79 Years","Female","2006",5,
"Area outside region","75-79 Years","Female","2007",5,
"Area outside region","75-79 Years","Female","2008",5,
"Area outside region","75-79 Years","Female","2009",5,
"Area outside region","75-79 Years","Female","2010",5,
"Area outside region","75-79 Years","Female","2011",5,
"Area outside region","75-79 Years","Female","2012",5,
"Area outside region","75-79 Years","Female","2013",5,
"Area outside region","75-79 Years","Female","2014",5,
"Northland region","80-84 Years","Male","2006",1260,
"Northland region","80-84 Years","Male","2007",1340,
"Northland region","80-84 Years","Male","2008",1400,
"Northland region","80-84 Years","Male","2009",1480,
"Northland region","80-84 Years","Male","2010",1530,
"Northland region","80-84 Years","Male","2011",1620,
"Northland region","80-84 Years","Male","2012",1630,
"Northland region","80-84 Years","Male","2013",1650,
"Northland region","80-84 Years","Male","2014",1660,
"Northland region","80-84 Years","Female","2006",1610,
"Northland region","80-84 Years","Female","2007",1640,
"Northland region","80-84 Years","Female","2008",1710,
"Northland region","80-84 Years","Female","2009",1740,
"Northland region","80-84 Years","Female","2010",1810,
"Northland region","80-84 Years","Female","2011",1840,
"Northland region","80-84 Years","Female","2012",1850,
"Northland region","80-84 Years","Female","2013",1870,
"Northland region","80-84 Years","Female","2014",1930,
"Auckland region","80-84 Years","Male","2006",7630,
"Auckland region","80-84 Years","Male","2007",7890,
"Auckland region","80-84 Years","Male","2008",8130,
"Auckland region","80-84 Years","Male","2009",8380,
"Auckland region","80-84 Years","Male","2010",8540,
"Auckland region","80-84 Years","Male","2011",8870,
"Auckland region","80-84 Years","Male","2012",8990,
"Auckland region","80-84 Years","Male","2013",9060,
"Auckland region","80-84 Years","Male","2014",9300,
"Auckland region","80-84 Years","Female","2006",11240,
"Auckland region","80-84 Years","Female","2007",11270,
"Auckland region","80-84 Years","Female","2008",11440,
"Auckland region","80-84 Years","Female","2009",11510,
"Auckland region","80-84 Years","Female","2010",11530,
"Auckland region","80-84 Years","Female","2011",11770,
"Auckland region","80-84 Years","Female","2012",11800,
"Auckland region","80-84 Years","Female","2013",11850,
"Auckland region","80-84 Years","Female","2014",11870,
"Waikato region","80-84 Years","Male","2006",2790,
"Waikato region","80-84 Years","Male","2007",2950,
"Waikato region","80-84 Years","Male","2008",3110,
"Waikato region","80-84 Years","Male","2009",3210,
"Waikato region","80-84 Years","Male","2010",3280,
"Waikato region","80-84 Years","Male","2011",3390,
"Waikato region","80-84 Years","Male","2012",3590,
"Waikato region","80-84 Years","Male","2013",3600,
"Waikato region","80-84 Years","Male","2014",3660,
"Waikato region","80-84 Years","Female","2006",3900,
"Waikato region","80-84 Years","Female","2007",3910,
"Waikato region","80-84 Years","Female","2008",4000,
"Waikato region","80-84 Years","Female","2009",4060,
"Waikato region","80-84 Years","Female","2010",4150,
"Waikato region","80-84 Years","Female","2011",4270,
"Waikato region","80-84 Years","Female","2012",4430,
"Waikato region","80-84 Years","Female","2013",4500,
"Waikato region","80-84 Years","Female","2014",4500,
"Bay of Plenty region","80-84 Years","Male","2006",2430,
"Bay of Plenty region","80-84 Years","Male","2007",2540,
"Bay of Plenty region","80-84 Years","Male","2008",2610,
"Bay of Plenty region","80-84 Years","Male","2009",2680,
"Bay of Plenty region","80-84 Years","Male","2010",2800,
"Bay of Plenty region","80-84 Years","Male","2011",2910,
"Bay of Plenty region","80-84 Years","Male","2012",2980,
"Bay of Plenty region","80-84 Years","Male","2013",3000,
"Bay of Plenty region","80-84 Years","Male","2014",2990,
"Bay of Plenty region","80-84 Years","Female","2006",3270,
"Bay of Plenty region","80-84 Years","Female","2007",3340,
"Bay of Plenty region","80-84 Years","Female","2008",3400,
"Bay of Plenty region","80-84 Years","Female","2009",3400,
"Bay of Plenty region","80-84 Years","Female","2010",3450,
"Bay of Plenty region","80-84 Years","Female","2011",3520,
"Bay of Plenty region","80-84 Years","Female","2012",3500,
"Bay of Plenty region","80-84 Years","Female","2013",3540,
