random_ID,surf_ID,age_category,sex,ethnicity,highest_qualification,weekly_hours,weekly_income
589,1,35,F,european/pakeha,school,35,580
590,1,25,F,european/pakeha,vocational/trade,23,700
591,1,50,F,maori,vocational/trade,74,1480
592,1,55,F,maori combination,vocational/trade,26,430
593,1,45,M,european/pakeha,no qual,13,340
594,1,25,M,european/pakeha,bachelor or higher,47,520
595,1,25,F,european/pakeha,school,39,710
596,1,40,F,maori combination,post-school,21,470
597,1,30,M,european/pakeha,school,42,670
598,1,30,M,maori combination,vocational/trade,16,370
599,1,30,F,other,school,21,450
600,1,25,F,european/pakeha,post-school,12,450
601,1,25,M,maori,vocational/trade,15,360
602,1,25,M,european/pakeha,school,40,600
603,1,30,F,european/pakeha,school,40,490
604,1,40,F,european/pakeha,school,34,410
605,1,25,F,european/pakeha,post-school,29,490
606,1,25,M,european/pakeha,school,40,510
607,1,30,F,european/pakeha,vocational/trade,19,200
608,1,50,M,european/pakeha,school,55,950
609,1,45,M,european/pakeha,vocational/trade,41,1630
610,1,35,F,european/pakeha,school,18,210
611,1,50,F,pacific,school,40,460
612,1,30,M,european/pakeha,no qual,46,680
613,1,25,M,other,bachelor or higher,52,1000
614,1,45,F,european/pakeha,no qual,25,240
615,1,50,M,european/pakeha,vocational/trade,43,970
616,1,25,F,european/pakeha,vocational/trade,49,530
617,1,35,M,european/pakeha,school,40,650
618,1,25,M,maori combination,vocational/trade,37,1130
619,1,30,F,maori combination,vocational/trade,25,550
620,1,30,M,european/pakeha,post-school,44,1050
621,1,55,F,european/pakeha,vocational/trade,40,680
622,1,30,F,european/pakeha,school,17,550
623,1,35,M,european/pakeha,vocational/trade,55,500
624,1,25,M,european/pakeha,school,75,500
625,1,50,M,european/pakeha,vocational/trade,40,830
626,1,30,M,pacific,vocational/trade,70,730
627,1,45,F,european/pakeha,no qual,40,640
628,1,55,M,european/pakeha,no qual,40,890
629,1,30,F,european/pakeha,vocational/trade,19,480
630,1,30,F,maori,vocational/trade,51,730
631,1,35,M,european/pakeha,bachelor or higher,47,2330
632,1,45,M,european/pakeha,bachelor or higher,11,300
633,1,55,M,other,vocational/trade,64,1710
634,1,35,F,european/pakeha,vocational/trade,38,650
635,1,35,M,european/pakeha,no qual,37,790
636,1,50,M,european/pakeha,school,70,890
637,1,35,M,european/pakeha,bachelor or higher,55,1120
638,1,40,F,european/pakeha,vocational/trade,40,850
639,1,35,F,european/pakeha,no qual,20,470
640,1,30,F,european/pakeha,school,40,670
641,1,30,M,european/pakeha,vocational/trade,60,1140
642,1,35,M,pacific,school,32,530
643,1,30,M,european/pakeha,bachelor or higher,45,1280
644,1,25,F,maori,vocational/trade,40,390
645,1,35,M,pacific,school,35,690
646,1,35,M,european/pakeha,bachelor or higher,55,1530
647,1,35,F,european/pakeha,school,40,920
648,1,35,F,maori,school,44,1030
649,1,35,M,european/pakeha,vocational/trade,40,510
650,1,25,M,european/pakeha,bachelor or higher,36,840
651,1,30,F,european/pakeha,school,18,490
652,1,25,M,european/pakeha,school,55,870
653,1,55,F,european/pakeha,vocational/trade,10,230
654,1,30,F,maori,bachelor or higher,43,430
655,1,35,M,european/pakeha,school,45,980
656,1,35,M,european/pakeha,vocational/trade,31,390
657,1,55,M,european/pakeha,vocational/trade,40,1020
658,1,45,F,european/pakeha,vocational/trade,40,730
659,1,40,M,maori combination,post-school,60,1050
660,1,40,F,european/pakeha,bachelor or higher,56,1870
661,1,50,F,european/pakeha,bachelor or higher,40,660
662,1,45,F,european/pakeha,school,21,170
663,1,55,M,european/pakeha,post-school,38,900
664,1,40,F,other,vocational/trade,34,420
665,1,45,F,european/pakeha,school,24,390
666,1,55,F,european/pakeha,no qual,25,320
667,1,35,M,european/pakeha,vocational/trade,67,1060
668,1,45,M,maori,vocational/trade,42,1360
669,1,35,F,maori,no qual,15,630
670,1,45,M,other,vocational/trade,57,1750
671,1,45,F,non-maori combination,no qual,22,440
672,1,60,M,european/pakeha,no qual,47,680
673,1,40,M,european/pakeha,school,40,860
674,1,40,F,european/pakeha,school,11,300
675,1,25,F,european/pakeha,bachelor or higher,52,790
676,1,35,M,european/pakeha,no qual,41,960
677,1,40,F,european/pakeha,vocational/trade,59,990
678,1,25,F,european/pakeha,vocational/trade,29,730
679,1,55,F,european/pakeha,vocational/trade,53,1510
680,1,35,M,european/pakeha,vocational/trade,43,600
681,1,35,F,maori,no qual,18,480
682,1,25,M,european/pakeha,bachelor or higher,48,1320
683,1,25,M,european/pakeha,school,10,280
684,1,45,F,maori,no qual,67,950
685,1,35,M,european/pakeha,bachelor or higher,45,940
686,1,35,F,european/pakeha,vocational/trade,20,530
687,1,55,F,european/pakeha,vocational/trade,28,1230
688,1,40,F,european/pakeha,no qual,35,250
689,1,40,M,european/pakeha,no qual,45,680
690,1,35,F,european/pakeha,bachelor or higher,46,1080
691,1,30,M,maori combination,school,12,260
692,1,25,F,european/pakeha,school,59,150
693,1,35,F,european/pakeha,vocational/trade,2,460
694,1,35,M,european/pakeha,vocational/trade,45,670
695,1,25,F,european/pakeha,vocational/trade,39,910
696,1,35,M,european/pakeha,vocational/trade,40,800
697,1,50,F,european/pakeha,no qual,43,930
698,1,45,M,european/pakeha,no qual,46,910
699,1,30,M,european/pakeha,vocational/trade,60,1270
700,1,25,F,pacific,school,24,340
701,1,40,M,maori combination,no qual,40,700
702,1,35,F,european/pakeha,school,38,890
703,1,25,M,european/pakeha,school,40,440
704,1,25,F,european/pakeha,bachelor or higher,48,800
705,1,45,F,european/pakeha,vocational/trade,30,320
706,1,50,M,european/pakeha,vocational/trade,48,980
707,1,45,M,maori combination,vocational/trade,52,710
708,1,35,F,pacific,no qual,26,300
709,1,35,M,pacific,vocational/trade,40,550
710,1,25,M,pacific,school,32,300
711,1,40,M,european/pakeha,post-school,45,1470
712,1,40,M,maori,school,53,720
713,1,40,F,european/pakeha,school,3,60
714,1,40,F,maori,no qual,13,510
715,1,30,F,maori,no qual,21,140
716,1,30,M,european/pakeha,school,45,540
717,1,30,F,european/pakeha,bachelor or higher,40,770
718,1,25,F,european/pakeha,vocational/trade,24,250
719,1,40,F,european/pakeha,vocational/trade,5,30
720,1,25,M,maori,no qual,46,710
721,1,35,M,european/pakeha,no qual,9,60
722,1,30,F,european/pakeha,no qual,21,330
723,1,35,F,european/pakeha,vocational/trade,36,1710
724,1,55,F,european/pakeha,no qual,8,260
725,1,30,F,european/pakeha,vocational/trade,33,660
726,1,25,F,maori,post-school,22,420
727,1,30,F,european/pakeha,post-school,60,390
728,1,50,F,european/pakeha,vocational/trade,38,1050
729,1,35,F,european/pakeha,no qual,40,430
730,1,25,M,european/pakeha,school,19,220
731,1,50,F,european/pakeha,school,11,120
732,1,35,F,maori,no qual,25,220
733,1,30,M,pacific,bachelor or higher,52,720
734,1,25,F,european/pakeha,vocational/trade,14,120
735,1,45,F,european/pakeha,school,40,1160
736,1,35,M,european/pakeha,no qual,66,560
737,1,35,F,pacific,vocational/trade,20,740
738,1,35,F,maori,vocational/trade,16,590
739,1,55,F,other,school,42,410
740,1,40,F,european/pakeha,school,20,630
741,1,30,M,other,no qual,36,630
742,1,25,F,pacific,vocational/trade,46,490
743,1,45,M,european/pakeha,post-school,59,740
744,1,30,M,european/pakeha,bachelor or higher,50,1590
745,1,40,M,european/pakeha,school,45,1050
746,1,30,F,european/pakeha,school,23,510
747,1,30,F,maori combination,vocational/trade,8,260
748,1,35,M,european/pakeha,vocational/trade,50,770
749,1,45,F,european/pakeha,no qual,15,610
750,1,35,M,maori,post-school,52,860
751,1,60,M,other,no qual,43,400
752,1,45,M,other,school,57,1230
753,1,55,F,european/pakeha,post-school,57,710
754,1,50,F,european/pakeha,school,20,260
755,1,50,M,other,post-school,50,810
756,1,35,F,european/pakeha,school,30,710
757,1,30,M,european/pakeha,school,40,1040
758,1,35,M,european/pakeha,school,30,620
759,1,35,F,european/pakeha,vocational/trade,40,820
760,1,25,F,european/pakeha,no qual,70,370
761,1,30,M,european/pakeha,vocational/trade,40,860
762,1,60,M,european/pakeha,school,29,720
763,1,45,F,maori,no qual,30,400
764,1,45,M,european/pakeha,vocational/trade,35,660
765,1,30,F,european/pakeha,vocational/trade,40,470
766,1,25,F,european/pakeha,vocational/trade,60,870
767,1,40,F,european/pakeha,vocational/trade,20,240
768,1,35,M,european/pakeha,vocational/trade,43,730
769,1,25,F,european/pakeha,no qual,24,140
770,1,40,M,maori,no qual,46,690
771,1,25,M,european/pakeha,vocational/trade,44,520
772,1,50,M,european/pakeha,school,35,610
773,1,30,M,maori combination,no qual,51,450
774,1,40,M,european/pakeha,vocational/trade,41,1820
775,1,30,F,european/pakeha,school,19,170
776,1,60,M,european/pakeha,no qual,45,480
777,1,50,M,european/pakeha,vocational/trade,36,1230
778,1,45,M,european/pakeha,vocational/trade,40,870
779,1,50,F,european/pakeha,school,40,850
780,1,45,M,european/pakeha,post-school,40,430
781,1,30,M,european/pakeha,vocational/trade,30,410
782,1,60,M,european/pakeha,no qual,63,1540
783,1,55,M,european/pakeha,post-school,37,1150
784,1,30,M,european/pakeha,vocational/trade,65,2280
785,1,55,F,european/pakeha,bachelor or higher,24,1550
786,1,45,F,european/pakeha,post-school,40,500
787,1,50,M,european/pakeha,school,40,810
788,1,55,M,european/pakeha,bachelor or higher,56,1660
789,1,55,M,european/pakeha,no qual,45,670
790,1,55,F,european/pakeha,vocational/trade,38,690
791,1,35,M,european/pakeha,school,40,880
792,1,35,F,european/pakeha,school,12,930
793,1,50,M,european/pakeha,vocational/trade,53,730
794,1,30,M,european/pakeha,vocational/trade,38,3000
795,1,45,M,pacific,school,25,750
796,1,40,M,european/pakeha,vocational/trade,40,1740
797,1,45,F,european/pakeha,school,30,360
798,1,35,F,pacific,school,69,1580
799,1,50,F,european/pakeha,bachelor or higher,21,1220
800,1,30,F,european/pakeha,bachelor or higher,40,610
801,1,35,M,european/pakeha,school,30,620
802,1,50,M,european/pakeha,school,33,350
803,1,55,M,european/pakeha,vocational/trade,35,1180
804,1,50,F,maori,vocational/trade,34,420
805,1,25,F,european/pakeha,bachelor or higher,37,620
806,1,35,F,maori,school,20,280
807,1,30,F,european/pakeha,school,35,400
808,1,55,M,european/pakeha,no qual,47,1020
809,1,40,M,european/pakeha,vocational/trade,52,1200
810,1,45,F,other,post-school,36,370
811,1,25,F,maori,vocational/trade,40,830
812,1,30,F,other,bachelor or higher,9,100
813,1,50,F,european/pakeha,no qual,15,220
814,1,55,M,european/pakeha,post-school,38,1910
815,1,30,M,european/pakeha,vocational/trade,45,1210
816,1,60,M,european/pakeha,no qual,78,1150
817,1,35,M,european/pakeha,vocational/trade,40,500
818,1,30,M,european/pakeha,vocational/trade,40,610
819,1,45,F,european/pakeha,vocational/trade,38,740
820,1,30,M,european/pakeha,post-school,40,640
821,1,35,F,european/pakeha,no qual,48,770
822,1,55,F,european/pakeha,vocational/trade,44,420
823,1,55,M,european/pakeha,post-school,36,480
824,1,50,M,european/pakeha,post-school,30,570
825,1,35,M,other,vocational/trade,60,810
826,1,35,F,european/pakeha,no qual,25,320
827,1,35,M,european/pakeha,post-school,39,730
828,1,50,M,european/pakeha,vocational/trade,50,730
829,1,35,M,european/pakeha,bachelor or higher,38,1200
830,1,50,F,european/pakeha,vocational/trade,40,750
831,1,60,F,european/pakeha,vocational/trade,18,300
832,1,40,F,european/pakeha,bachelor or higher,145,2610
833,1,45,M,european/pakeha,vocational/trade,41,1510
834,1,35,M,european/pakeha,no qual,40,930
835,1,40,M,european/pakeha,vocational/trade,40,1450
836,1,50,F,european/pakeha,vocational/trade,74,410
837,1,30,F,maori,no qual,83,450
838,1,40,M,european/pakeha,post-school,25,860
839,1,30,F,european/pakeha,school,37,510
840,1,40,F,european/pakeha,vocational/trade,20,360
841,1,30,M,european/pakeha,bachelor or higher,21,1850
842,1,25,F,european/pakeha,no qual,2,350
843,1,35,F,european/pakeha,bachelor or higher,33,990
844,1,45,M,maori,no qual,40,680
845,1,45,F,european/pakeha,vocational/trade,50,2270
846,1,30,M,european/pakeha,post-school,45,660
847,1,45,F,european/pakeha,vocational/trade,20,550
848,1,55,M,european/pakeha,no qual,55,1000
849,1,50,M,european/pakeha,vocational/trade,40,460
850,1,45,M,european/pakeha,no qual,49,1050
851,1,30,M,european/pakeha,no qual,40,560
852,1,55,F,european/pakeha,vocational/trade,19,240
853,1,35,M,maori,post-school,31,790
854,1,35,F,european/pakeha,school,38,780
855,1,35,M,maori,vocational/trade,40,750
856,1,40,M,european/pakeha,vocational/trade,45,420
857,1,45,M,european/pakeha,vocational/trade,50,2390
858,1,25,F,maori combination,school,40,500
859,1,35,M,european/pakeha,vocational/trade,55,1360
860,1,35,F,maori,no qual,35,890
861,1,35,M,european/pakeha,school,40,730
862,1,25,M,maori combination,bachelor or higher,17,1060
863,1,45,F,european/pakeha,school,14,130
864,1,45,M,european/pakeha,school,45,820
865,1,35,M,european/pakeha,bachelor or higher,65,1110
866,1,35,F,european/pakeha,vocational/trade,23,450
867,1,25,F,european/pakeha,bachelor or higher,38,1150
868,1,40,M,european/pakeha,vocational/trade,40,670
869,1,55,F,european/pakeha,bachelor or higher,40,560
870,1,30,F,european/pakeha,vocational/trade,9,490
871,1,45,F,european/pakeha,vocational/trade,50,560
872,1,25,F,non-maori combination,bachelor or higher,35,270
873,1,55,F,european/pakeha,school,127,1610
874,1,45,F,maori,school,45,950
875,1,40,F,other,school,31,300
876,1,50,F,european/pakeha,vocational/trade,30,420
877,1,60,F,european/pakeha,vocational/trade,98,720
878,1,50,F,european/pakeha,post-school,19,510
879,1,45,M,european/pakeha,school,34,850
880,1,60,M,european/pakeha,vocational/trade,49,1580
881,1,50,M,european/pakeha,vocational/trade,50,1180
882,1,30,M,pacific,bachelor or higher,48,540
883,1,35,M,european/pakeha,school,38,410
884,1,35,F,european/pakeha,bachelor or higher,35,380
885,1,45,M,european/pakeha,vocational/trade,40,1860
886,1,35,M,european/pakeha,school,50,1020
887,1,35,M,european/pakeha,no qual,35,580
888,1,40,F,european/pakeha,vocational/trade,15,370
889,1,50,M,european/pakeha,vocational/trade,40,620
890,1,60,M,european/pakeha,vocational/trade,41,1700
891,1,50,M,other,post-school,37,1140
892,1,50,M,european/pakeha,vocational/trade,40,700
893,1,50,M,european/pakeha,no qual,66,550
894,1,40,M,european/pakeha,school,42,1180
895,1,25,M,european/pakeha,vocational/trade,40,450
896,1,50,M,european/pakeha,vocational/trade,3,800
897,1,40,M,european/pakeha,bachelor or higher,60,1620
898,1,40,F,other,post-school,18,450
899,1,40,M,european/pakeha,school,40,520
900,1,25,M,european/pakeha,school,52,840
901,1,25,M,european/pakeha,vocational/trade,69,760
902,1,40,M,maori,no qual,40,580
903,1,50,F,european/pakeha,bachelor or higher,40,640
904,1,35,F,european/pakeha,no qual,5,20
905,1,40,M,european/pakeha,bachelor or higher,58,740
906,1,60,F,european/pakeha,school,20,500
907,1,40,M,european/pakeha,school,35,310
908,1,35,M,european/pakeha,bachelor or higher,45,1280
909,1,55,F,other,no qual,18,340
910,1,50,F,maori combination,vocational/trade,25,480
911,1,60,M,european/pakeha,bachelor or higher,90,2080
912,1,55,M,maori,no qual,30,300
913,1,40,M,european/pakeha,vocational/trade,40,660
914,1,50,M,european/pakeha,vocational/trade,31,2140
915,1,50,M,european/pakeha,vocational/trade,50,1490
916,1,30,F,european/pakeha,no qual,19,350
917,1,40,M,european/pakeha,bachelor or higher,47,5230
918,1,30,M,european/pakeha,school,22,450
919,1,30,M,european/pakeha,vocational/trade,60,870
920,1,40,M,european/pakeha,vocational/trade,40,550
921,1,40,F,european/pakeha,post-school,24,890
922,1,40,F,european/pakeha,vocational/trade,16,240
923,1,35,F,european/pakeha,bachelor or higher,16,1050
924,1,50,M,european/pakeha,school,45,1480
925,1,45,F,european/pakeha,vocational/trade,40,540
926,1,40,F,other,vocational/trade,38,360
927,1,45,M,european/pakeha,vocational/trade,40,1370
928,1,45,M,european/pakeha,school,31,500
929,1,60,F,european/pakeha,school,20,460
930,1,45,F,european/pakeha,vocational/trade,40,860
931,1,40,M,european/pakeha,vocational/trade,40,690
932,1,45,M,european/pakeha,bachelor or higher,36,1070
933,1,40,F,european/pakeha,bachelor or higher,19,630
934,1,40,F,pacific,school,35,450
935,1,35,M,european/pakeha,vocational/trade,45,720
936,1,55,M,european/pakeha,vocational/trade,40,1050
937,1,35,M,european/pakeha,vocational/trade,60,1420
938,1,40,M,european/pakeha,vocational/trade,38,1100
939,1,50,M,european/pakeha,bachelor or higher,44,930
940,1,40,M,pacific,no qual,29,370
941,1,35,M,maori,vocational/trade,43,1020
942,1,25,M,maori,vocational/trade,36,440
943,1,25,M,european/pakeha,vocational/trade,49,1060
944,1,30,F,european/pakeha,school,40,810
945,1,60,M,european/pakeha,vocational/trade,50,1050
946,1,30,F,european/pakeha,school,57,630
947,1,40,F,european/pakeha,bachelor or higher,50,970
948,1,35,F,european/pakeha,vocational/trade,32,420
949,1,35,M,european/pakeha,bachelor or higher,53,1030
950,1,55,M,european/pakeha,post-school,38,1930
951,1,35,F,european/pakeha,vocational/trade,24,250
952,1,45,M,european/pakeha,bachelor or higher,33,1760
953,1,35,F,european/pakeha,school,40,580
954,1,35,F,european/pakeha,vocational/trade,15,350
955,1,50,M,european/pakeha,vocational/trade,60,730
956,1,40,M,maori,school,52,1220
957,1,25,M,maori,no qual,37,630
958,1,30,F,other,vocational/trade,65,760
959,1,50,M,european/pakeha,no qual,30,640
960,1,60,M,european/pakeha,school,40,570
961,1,35,M,european/pakeha,school,47,780
962,1,60,M,european/pakeha,no qual,21,820
963,1,25,M,european/pakeha,vocational/trade,40,690
964,1,45,M,european/pakeha,no qual,40,540
965,1,35,M,european/pakeha,bachelor or higher,55,1040
966,1,25,F,european/pakeha,bachelor or higher,40,530
967,1,35,F,european/pakeha,school,112,660
968,1,45,M,european/pakeha,bachelor or higher,45,710
